movimentacao|id;movimentacao|parceiro|nome;movimentacao|valorTotal;movimentacao|dataNegociacao;Pago;movimentacao|parceiro|cpfCnpj;movimentacao|parceiro|celular;movimentacao|situacaoFinanceira
12546;MARCOS AURELIO TAVARES;R$ 280,00;19/02/2026;0;18385175707;11933365251;PENDENTE
12554;GIRASSOL ASSESSORIA LTDA;R$ 49,90;04/02/2026;1;60507017000161;11919839948;RECEBIDO
12564;BOREAL LOGISTICA EIRELI;R$ 170,00;14/02/2026;1;85651903000195;11984742081;RECEBIDO
12565;SERRA ASSESSORIA LTDA;R$ 190,00;13/02/2026;1;22899359000185;11928912023;RECEBIDO
12570;HORIZONTE LOGISTICA EIRELI;R$ 280,00;04/01/2026;1;67643331000110;11948870658;RECEBIDO
12575;FONTE TECNOLOGIA LTDA;R$ 340,00;14/01/2026;1;23288331000174;11952339243;RECEBIDO
12578;HORIZONTE SERVICOS EIRELI;R$ 49,90;05/02/2026;0;99863655000150;11961613520;PENDENTE
12583;CAMPO SERVICOS EIRELI;R$ 170,00;19/01/2026;0;93698624000105;11943356944;PENDENTE
12587;PRIMA MANUTENCAO LTDA;R$ 170,00;01/02/2026;1;88922101000160;11970889053;RECEBIDO
12590;NORTE ALIMENTOS LTDA;R$ 49,90;28/01/2026;1;81988124000129;11941848282;RECEBIDO
12593;TRILHA TRANSPORTES S/A;R$ 340,00;05/02/2026;0;34071496000106;11999589489;PENDENTE
12595;FELIPE MACHADO;R$ 170,00;14/02/2026;0;92885391886;11934278602;PENDENTE
12600;CEDRO MANUTENCAO LTDA;R$ 190,00;07/02/2026;1;42343770000187;11940662494;RECEBIDO
12609;TRILHA TURISMO LTDA;R$ 210,00;05/02/2026;1;75081619000177;11966215583;RECEBIDO
12615;FAROL PARTICIPACOES S/A;R$ 210,00;26/02/2026;1;58553216000164;11916546229;RECEBIDO
12619;TRILHA EDUCACAO EIRELI;R$ 340,00;30/01/2026;0;20065666000135;11924848680;PENDENTE
12629;NORTE EDUCACAO S/A;R$ 210,00;29/01/2026;1;30442228000100;11920768366;RECEBIDO
12639;JOAO VITOR REIS MELO;R$ 340,00;23/02/2026;1;86024034293;11974058174;RECEBIDO
12643;HORIZONTE EVENTOS LTDA;R$ 210,00;28/02/2026;1;22832151000149;11930041106;RECEBIDO
12651;SOLAR TECNOLOGIA S/A;R$ 49,90;05/02/2026;1;16201805000133;11948900940;RECEBIDO
12653;PRIMA ASSESSORIA EIRELI;R$ 110,00;31/01/2026;1;07700785000154;11972954991;RECEBIDO
12662;GAIA EVENTOS EIRELI;R$ 190,00;01/02/2026;1;33719084000177;11915306380;RECEBIDO
12664;SERRA MANUTENCAO LTDA;R$ 280,00;09/02/2026;1;67149726000161;11973086714;RECEBIDO
12669;ARARA TRANSPORTES ME;R$ 190,00;06/01/2026;1;51124909000192;11910117331;RECEBIDO
12678;MARESIA ENGENHARIA LTDA;R$ 190,00;26/02/2026;1;47650331000130;11931357115;RECEBIDO
12707;CAMILA MACHADO;R$ 190,00;07/02/2026;0;65730873696;11995707257;PENDENTE
12713;CARLOS EDUARDO REIS MELO;R$ 190,00;03/02/2026;1;36376041494;11949183165;RECEBIDO
12716;SERRA MANUTENCAO EIRELI;R$ 170,00;26/01/2026;1;02829760000131;11958537487;RECEBIDO
12722;BOREAL CONSULTORIA LTDA;R$ 190,00;14/01/2026;0;34645221000139;11981372649;PENDENTE
12728;RIACHO SERVICOS LTDA;R$ 280,00;27/02/2026;1;12229137000100;11995228891;RECEBIDO
12738;SOLAR COMERCIO LTDA;R$ 280,00;23/01/2026;1;42667614000171;11979999212;RECEBIDO
12741;NORTE CONTABILIDADE LTDA;R$ 170,00;23/02/2026;1;64133909000109;11983601590;RECEBIDO
12742;ZENITE MANUTENCAO ME;R$ 210,00;13/02/2026;0;70054332000134;11992842293;PENDENTE
12760;RAIZ SEGURANCA S/A;R$ 340,00;21/02/2026;1;01860060000147;11959704090;RECEBIDO
12763;ESTEIO DISTRIBUIDORA LTDA;R$ 340,00;21/02/2026;0;36098444000159;11941172983;PENDENTE
12776;XISTO TECNOLOGIA EIRELI;R$ 170,00;12/02/2026;1;47552079000127;11944436623;RECEBIDO
12780;ANA BEATRIZ ANDRADE;R$ 210,00;26/01/2026;1;71870150673;11968175183;RECEBIDO
12793;JOAO VITOR ANDRADE;R$ 140,00;21/01/2026;1;15990941617;11965083026;RECEBIDO
12802;ARARA ALIMENTOS LTDA;R$ 140,00;02/02/2026;1;20588104000176;11917306491;RECEBIDO
12808;SERRA SERVICOS LTDA;R$ 210,00;16/01/2026;1;20265646000108;11900455531;RECEBIDO
12813;TAMBORIL ASSESSORIA S/A;R$ 110,00;11/02/2026;0;38782082000146;11964018760;PENDENTE
12819;RIACHO TRANSPORTES S/A;R$ 140,00;04/01/2026;0;48410928000170;11995961607;PENDENTE
12827;BOREAL CONTABILIDADE LTDA;R$ 140,00;11/01/2026;1;81724698000190;11994682027;RECEBIDO
12831;VARANDA MARKETING LTDA;R$ 210,00;01/01/2026;1;47935636000199;11935457389;RECEBIDO
12835;MIRANTE CONTABILIDADE ME;R$ 280,00;05/01/2026;1;45007143000163;11914890156;RECEBIDO
12857;CEDRO EDUCACAO EIRELI;R$ 340,00;01/02/2026;0;37053436000159;11903538761;PENDENTE
12861;ERVAL COMERCIO LTDA;R$ 280,00;25/02/2026;1;60597559000172;11966931861;RECEBIDO
12865;LAGOA LOGISTICA EIRELI;R$ 210,00;24/02/2026;1;70521190000178;11935702930;RECEBIDO
12868;SOLAR SEGURANCA EIRELI;R$ 280,00;23/02/2026;0;65569639000138;11900723954;PENDENTE
12872;SERRA ALIMENTOS LTDA;R$ 170,00;03/02/2026;0;56798850000131;11960813964;PENDENTE
12879;FAROL ALIMENTOS EIRELI;R$ 110,00;30/01/2026;1;06349917000182;11943354196;RECEBIDO
12883;TAMBORIL COMERCIO S/A;R$ 170,00;05/01/2026;1;82040306000136;11953302579;RECEBIDO
12888;BRISA EDUCACAO LTDA;R$ 170,00;19/02/2026;0;29090729000188;11962677823;PENDENTE
12905;KAIRO COMERCIO LTDA;R$ 340,00;11/02/2026;1;51301297000166;11954251075;RECEBIDO
12924;RIACHO SEGURANCA LTDA;R$ 210,00;26/02/2026;1;74889543000148;11912709252;RECEBIDO
12926;GAIA LOGISTICA LTDA;R$ 210,00;25/01/2026;1;35701524000194;11996486645;RECEBIDO
12929;SIMONE DIAS;R$ 170,00;14/01/2026;1;28426931326;11939215209;RECEBIDO
12944;ERVAL SERVICOS LTDA;R$ 110,00;07/01/2026;0;36929623000190;11938548876;PENDENTE
12950;BOREAL SEGURANCA LTDA;R$ 140,00;18/01/2026;1;37484787000114;11994474033;RECEBIDO
12954;LUMEN ODONTOLOGIA LTDA;R$ 280,00;08/02/2026;0;21604705000198;11955681325;PENDENTE
12955;SIMONE CARVALHO;R$ 190,00;15/01/2026;0;23142042768;11991238925;PENDENTE
12966;RIACHO EVENTOS S/A;R$ 210,00;04/01/2026;0;88606897000142;11986393171;PENDENTE
12967;LEANDRO COSTA LIMA;R$ 140,00;01/02/2026;0;20628322813;11937420961;PENDENTE
12974;ZENITE SEGURANCA EIRELI;R$ 280,00;19/02/2026;1;71330607000188;11926924903;RECEBIDO
12983;FAROL TURISMO S/A;R$ 210,00;17/01/2026;0;99736978000183;11993466651;PENDENTE
12989;LUMEN ASSESSORIA LTDA;R$ 110,00;30/01/2026;1;56275027000141;11944422992;RECEBIDO
12996;DUNA TRANSPORTES LTDA;R$ 190,00;11/01/2026;1;24627684000114;11935469320;RECEBIDO
13010;QUARTZO EVENTOS EIRELI;R$ 190,00;28/02/2026;1;76807535000130;11993196270;RECEBIDO
13014;VARANDA CONTABILIDADE LTDA;R$ 140,00;15/01/2026;1;43419637000120;11955509319;RECEBIDO
13017;THIAGO RAMOS;R$ 140,00;28/02/2026;1;89067418440;11924587343;RECEBIDO
13025;DELTA ASSESSORIA S/A;R$ 340,00;08/02/2026;1;16239030000195;11974079401;RECEBIDO
13029;TAMBORIL SERVICOS EIRELI;R$ 190,00;25/01/2026;1;88047756000137;11941333799;RECEBIDO
13036;ARARA EVENTOS LTDA;R$ 210,00;01/02/2026;1;60370917000100;11951233873;RECEBIDO
13042;ERVAL EVENTOS LTDA;R$ 210,00;31/01/2026;1;59435732000157;11908259228;RECEBIDO
13048;QUARTZO IMOBILIARIA EIRELI;R$ 140,00;24/01/2026;1;96894511000173;11909066535;RECEBIDO
13051;VANESSA PIRES;R$ 280,00;25/01/2026;1;26745346314;11986144880;RECEBIDO
13058;SOLAR ODONTOLOGIA LTDA;R$ 210,00;26/02/2026;0;41715840000118;11979050364;PENDENTE
13073;QUARTZO LOGISTICA S/A;R$ 49,90;01/02/2026;1;45236784000190;11931118305;RECEBIDO
13075;PRISCILA REIS MELO;R$ 210,00;16/01/2026;1;65562652771;11932913636;RECEBIDO
13082;JUREMA PARTICIPACOES LTDA;R$ 340,00;03/01/2026;1;06282600000176;11933408245;RECEBIDO
13088;INVERNO TECNOLOGIA LTDA;R$ 110,00;31/01/2026;0;20521327000116;11922903036;PENDENTE
13091;NORTE TECNOLOGIA LTDA;R$ 210,00;24/02/2026;1;55034437000138;11977841098;RECEBIDO
13097;INVERNO TURISMO LTDA;R$ 49,90;16/02/2026;1;11218370000116;11945986011;RECEBIDO
13102;LAGOA PARTICIPACOES LTDA;R$ 340,00;31/01/2026;1;56637507000105;11907696913;RECEBIDO
13107;VARANDA DISTRIBUIDORA LTDA;R$ 210,00;09/02/2026;1;63440120000120;11924965549;RECEBIDO
13108;CAMPO PARTICIPACOES LTDA;R$ 140,00;04/01/2026;1;53663810000194;11930198350;RECEBIDO
13115;GUSTAVO COSTA LIMA;R$ 280,00;10/01/2026;1;10124459453;11904900041;RECEBIDO
13124;THIAGO SALES;R$ 49,90;10/02/2026;1;38029568414;11975648952;RECEBIDO
13126;GIRASSOL MANUTENCAO LTDA;R$ 190,00;24/01/2026;0;82339834000190;11903368510;PENDENTE
13134;ANA BEATRIZ RAMOS;R$ 49,90;06/01/2026;1;92770948335;11904832058;RECEBIDO
13135;IPE CONSULTORIA LTDA;R$ 110,00;29/01/2026;1;23468821000152;11984877825;RECEBIDO
13140;MIRANTE LOGISTICA EIRELI;R$ 210,00;13/02/2026;1;24091593000107;11944434174;RECEBIDO
13150;PATRICIA REIS MELO;R$ 210,00;30/01/2026;1;87622735276;11938396978;RECEBIDO
13168;FAROL MARKETING LTDA;R$ 210,00;21/01/2026;1;55038332000157;11918173262;RECEBIDO
13171;VANESSA MORAES;R$ 340,00;28/02/2026;0;67099059051;11965740780;PENDENTE
13182;MIRANTE TECNOLOGIA LTDA;R$ 210,00;01/03/2026;1;05692169000173;11924701579;RECEBIDO
13190;ZENITE CONTABILIDADE LTDA;R$ 210,00;09/01/2026;1;98899721000180;11914792826;RECEBIDO
13203;DUNA COMERCIO EIRELI;R$ 190,00;14/01/2026;0;17563003000136;11990899505;PENDENTE
13208;FONTE IMOBILIARIA LTDA;R$ 340,00;18/01/2026;1;36925395000180;11918904673;RECEBIDO
13212;RODRIGO MACHADO;R$ 49,90;05/01/2026;1;73249015975;11953343147;RECEBIDO
13214;HORIZONTE EDUCACAO LTDA;R$ 210,00;10/02/2026;1;62777460000188;11952770448;RECEBIDO
13225;LUCIANA COSTA LIMA;R$ 170,00;01/01/2026;1;67633222248;11952366647;RECEBIDO
13232;ORION MARKETING LTDA;R$ 340,00;25/02/2026;1;07800146000160;11951750478;RECEBIDO
13234;PEDRA COMERCIO EIRELI;R$ 210,00;24/02/2026;1;09113403000111;11999536601;RECEBIDO
13239;BRISA DISTRIBUIDORA EIRELI;R$ 190,00;07/02/2026;1;44849159000150;11967986554;RECEBIDO
13251;TAMBORIL COMERCIO ME;R$ 190,00;10/02/2026;1;05174675000170;11921285655;RECEBIDO
13260;IPE ALIMENTOS LTDA;R$ 280,00;03/02/2026;1;09233763000157;11931781456;RECEBIDO
13262;ARARA MARKETING LTDA;R$ 280,00;26/01/2026;1;39114178000107;11994146809;RECEBIDO
13265;PRIMA EDUCACAO EIRELI;R$ 210,00;19/02/2026;1;53814480000190;11997540902;RECEBIDO
13267;CARLOS EDUARDO MENDES FARIA;R$ 49,90;25/02/2026;0;09283833377;11989992362;PENDENTE
13270;UNIAO LOGISTICA ME;R$ 210,00;23/02/2026;1;90250604000189;11904686432;RECEBIDO
13274;RENATA DIAS;R$ 210,00;03/01/2026;0;98612203177;11975211243;PENDENTE
13285;VANESSA REIS MELO;R$ 190,00;24/02/2026;1;32563244227;11932467285;RECEBIDO
13295;FAROL SERVICOS S/A;R$ 190,00;28/01/2026;1;27223120000104;11972388299;RECEBIDO
13299;RENATA COSTA LIMA;R$ 210,00;14/02/2026;1;07858528841;11929134402;RECEBIDO
13301;THIAGO BARROS;R$ 210,00;04/02/2026;1;88873412705;11968021394;RECEBIDO
13306;SERRA ASSESSORIA S/A;R$ 170,00;07/02/2026;1;44589916000102;11935093634;RECEBIDO
13310;TAMBORIL IMOBILIARIA EIRELI;R$ 280,00;10/02/2026;1;55898874000108;11991435403;RECEBIDO
13316;ORION CONTABILIDADE ME;R$ 210,00;27/02/2026;1;30334807000121;11911309378;RECEBIDO
13328;GAIA SEGURANCA S/A;R$ 49,90;09/01/2026;1;37831056000106;11998035293;RECEBIDO
13330;TAMBORIL ALIMENTOS LTDA;R$ 49,90;04/01/2026;1;44242977000190;11941285689;RECEBIDO
13340;LUMEN ALIMENTOS S/A;R$ 210,00;29/01/2026;0;44317426000149;11934164262;PENDENTE
13344;NORTE SERVICOS ME;R$ 280,00;31/01/2026;1;19585558000104;11904552528;RECEBIDO
13350;LUMEN DISTRIBUIDORA LTDA;R$ 49,90;23/02/2026;1;52163330000100;11945622908;RECEBIDO
13352;NORTE PARTICIPACOES LTDA;R$ 210,00;24/02/2026;1;34304239000177;11912387396;RECEBIDO
13354;FONTE MANUTENCAO ME;R$ 170,00;01/02/2026;1;82336895000102;11963955151;RECEBIDO
13359;FONTE LOGISTICA LTDA;R$ 49,90;16/02/2026;0;95170317000182;11933828114;PENDENTE
13362;UNIAO MANUTENCAO LTDA;R$ 210,00;01/01/2026;1;57013763000194;11902280247;RECEBIDO
13370;ZENITE ENGENHARIA LTDA;R$ 110,00;23/01/2026;0;86032520000100;11904866550;PENDENTE
13375;ARARA ALIMENTOS S/A;R$ 140,00;28/02/2026;1;69749021000100;11955924222;RECEBIDO
13378;EDUARDO RAMOS;R$ 210,00;30/01/2026;1;89957858300;11959428124;RECEBIDO
13381;DELTA TRANSPORTES ME;R$ 340,00;11/02/2026;0;64714270000147;11902241533;PENDENTE
13386;BOREAL CONSULTORIA EIRELI;R$ 170,00;09/01/2026;1;92944277000190;11960441281;RECEBIDO
13392;LAGOA ALIMENTOS LTDA;R$ 210,00;20/02/2026;1;45047839000113;11914560995;RECEBIDO
